plasmid_id,plasmid_name,TGframe,orf_frame,strand,start,stop,length_aa,overlap,has_promoter,has_polyA,dist_promoter,dist_polyA,expressible,is_risk
229452,sgYAP-TAZ-2,-1,2,-,2672,3877,402,spanning_target_gene,TRUE,TRUE,714,1010,TRUE,TRUE
229452,sgYAP-TAZ-2,-,3,-,2644,2970,109,outside_target_gene,TRUE,TRUE,686,1917,FALSE,FALSE
229453,sgYAP-TAZ-3,-,1,+,955,1830,292,outside_target_gene,TRUE,TRUE,542,3057,FALSE,FALSE
229453,sgYAP-TAZ-3,-,1,+,4318,4827,170,outside_target_gene,TRUE,TRUE,1374,60,FALSE,FALSE
229453,sgYAP-TAZ-3,1,2,+,2969,4207,413,spanning_target_gene,TRUE,TRUE,25,680,TRUE,FALSE
229453,sgYAP-TAZ-3,-,2,+,4331,4861,177,outside_target_gene,TRUE,TRUE,1387,26,FALSE,FALSE
229453,sgYAP-TAZ-3,-,3,+,2526,2834,103,outside_target_gene,TRUE,TRUE,568,2053,FALSE,FALSE
229453,sgYAP-TAZ-3,-,3,+,6288,7148,287,outside_target_gene,TRUE,TRUE,0,6110,FALSE,FALSE
229453,sgYAP-TAZ-3,-,1,-,8232,160,100,outside_target_gene,TRUE,TRUE,1944,4727,FALSE,FALSE
229453,sgYAP-TAZ-3,-,1,-,870,1250,127,outside_target_gene,TRUE,TRUE,457,3637,FALSE,FALSE
229453,sgYAP-TAZ-3,-1,2,-,2672,3877,402,spanning_target_gene,TRUE,TRUE,714,1010,TRUE,TRUE
229453,sgYAP-TAZ-3,-,3,-,2644,2970,109,outside_target_gene,TRUE,TRUE,686,1917,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,+,1180,2031,284,outside_target_gene,TRUE,TRUE,546,152,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,+,3196,3807,204,outside_target_gene,TRUE,TRUE,2562,4404,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,+,7507,8034,176,outside_target_gene,TRUE,TRUE,2505,177,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,2,+,4379,4816,146,outside_target_gene,TRUE,TRUE,325,3395,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,2,+,6965,7393,143,outside_target_gene,TRUE,TRUE,1963,818,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,3,+,2544,3446,301,outside_target_gene,TRUE,TRUE,1910,4765,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,1,3,+,5448,6293,282,spanning_target_gene,TRUE,TRUE,446,1918,TRUE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,-,10134,10994,287,outside_target_gene,TRUE,TRUE,1082,152,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-1,1,-,5277,6176,300,spanning_target_gene,TRUE,TRUE,275,2035,TRUE,TRUE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,-,2427,3491,355,outside_target_gene,TRUE,TRUE,1793,4720,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,1,-,1014,1475,154,outside_target_gene,TRUE,TRUE,380,708,FALSE,FALSE
229498,Bidirectional MYC 5'UTR Dual Fluorescence Reporter,-,2,-,4121,4741,207,outside_target_gene,TRUE,TRUE,67,3470,FALSE,FALSE
229501,pLEX GFP-HA,-,1,+,4060,4881,274,outside_target_gene,TRUE,TRUE,614,802,FALSE,FALSE
229501,pLEX GFP-HA,-,1,+,9805,10179,125,outside_target_gene,TRUE,TRUE,9,1610,FALSE,FALSE
229501,pLEX GFP-HA,-,1,+,10948,3,154,outside_target_gene,TRUE,TRUE,1152,380,FALSE,FALSE
229501,pLEX GFP-HA,-,2,+,1472,2332,287,outside_target_gene,TRUE,TRUE,0,1197,FALSE,FALSE
229501,pLEX GFP-HA,-,1,-,3793,4818,342,outside_target_gene,TRUE,TRUE,347,865,FALSE,FALSE
229501,pLEX GFP-HA,-,2,-,10356,11243,296,outside_target_gene,TRUE,TRUE,560,546,FALSE,FALSE
229501,pLEX GFP-HA,-,2,-,7050,7652,201,outside_target_gene,TRUE,TRUE,854,4137,FALSE,FALSE
229501,pLEX GFP-HA,-,2,-,6426,6953,176,outside_target_gene,TRUE,TRUE,230,4836,FALSE,FALSE
229501,pLEX GFP-HA,1,3,-,8267,9040,258,spanning_target_gene,TRUE,TRUE,2071,2749,TRUE,FALSE
229501,pLEX GFP-HA,-,3,-,7355,7744,130,outside_target_gene,TRUE,TRUE,1159,4045,FALSE,FALSE
22952,pEGFP-C1-hApg5,-,1,+,4429,4815,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
22952,pEGFP-C1-hApg5,1,2,+,1409,2968,520,spanning_target_gene,TRUE,TRUE,44,180,TRUE,FALSE
22952,pEGFP-C1-hApg5,-,2,+,5072,5521,150,outside_target_gene,TRUE,TRUE,849,3192,FALSE,FALSE
22952,pEGFP-C1-hApg5,-,3,+,4257,5051,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
22952,pEGFP-C1-hApg5,-,2,-,4566,5102,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
22958,pEGFP-C1-mApg5,1,1,+,553,2118,522,spanning_target_gene,TRUE,TRUE,44,195,TRUE,FALSE
22958,pEGFP-C1-mApg5,-,1,+,4237,4686,150,outside_target_gene,TRUE,TRUE,849,3213,FALSE,FALSE
22958,pEGFP-C1-mApg5,-,2,+,3422,4216,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
22958,pEGFP-C1-mApg5,-,3,+,3594,3980,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
22958,pEGFP-C1-mApg5,-,1,-,1693,2223,177,outside_target_gene,TRUE,TRUE,1184,90,FALSE,FALSE
22958,pEGFP-C1-mApg5,-1,1,-,538,1530,331,spanning_target_gene,TRUE,TRUE,29,783,TRUE,TRUE
22958,pEGFP-C1-mApg5,-,3,-,3731,4267,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,-,1,-,405,710,102,outside_target_gene,TRUE,TRUE,489,2756,FALSE,FALSE
229620,pAAV.RMacL3-05.EGFP.BCB2.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229624,pAAV.RMacL3-09.EGFP.BCB7.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229624,pAAV.RMacL3-09.EGFP.BCB7.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229624,pAAV.RMacL3-09.EGFP.BCB7.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229624,pAAV.RMacL3-09.EGFP.BCB7.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229624,pAAV.RMacL3-09.EGFP.BCB7.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229622,pAAV.RMacL3-07.EGFP.BCB4.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229622,pAAV.RMacL3-07.EGFP.BCB4.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229622,pAAV.RMacL3-07.EGFP.BCB4.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229622,pAAV.RMacL3-07.EGFP.BCB4.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229622,pAAV.RMacL3-07.EGFP.BCB4.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229625,pAAV.RMacL3-10.EGFP.BCB8.WPRE,-,1,+,2854,3480,209,outside_target_gene,TRUE,TRUE,2938,0,FALSE,FALSE
229625,pAAV.RMacL3-10.EGFP.BCB8.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229625,pAAV.RMacL3-10.EGFP.BCB8.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229625,pAAV.RMacL3-10.EGFP.BCB8.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229625,pAAV.RMacL3-10.EGFP.BCB8.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229626,pAAV.RMacL3-11.EGFP.BCB12.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229626,pAAV.RMacL3-11.EGFP.BCB12.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229626,pAAV.RMacL3-11.EGFP.BCB12.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229626,pAAV.RMacL3-11.EGFP.BCB12.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229626,pAAV.RMacL3-11.EGFP.BCB12.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229628,pAAV.RMacL5ET-02.EGFP.BCA12.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229628,pAAV.RMacL5ET-02.EGFP.BCA12.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229628,pAAV.RMacL5ET-02.EGFP.BCA12.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229628,pAAV.RMacL5ET-02.EGFP.BCA12.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229628,pAAV.RMacL5ET-02.EGFP.BCA12.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,-,3,+,315,626,104,outside_target_gene,TRUE,TRUE,399,2840,FALSE,FALSE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229627,pAAV.RMacL3-12.EGFP.BCC3.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229629,pAAV.RMacL5ET-03.EGFP.BCB1.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229629,pAAV.RMacL5ET-03.EGFP.BCB1.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229629,pAAV.RMacL5ET-03.EGFP.BCB1.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229629,pAAV.RMacL5ET-03.EGFP.BCB1.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229629,pAAV.RMacL5ET-03.EGFP.BCB1.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,-,3,+,285,584,100,outside_target_gene,TRUE,TRUE,369,2882,FALSE,FALSE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229630,pAAV.RMacL5ET-04.EGFP.BCB2.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229631,pAAV.RMacL5ET-05.EGFP.BCB3.WPRE,-,1,+,2848,3480,211,outside_target_gene,TRUE,TRUE,2932,0,FALSE,FALSE
229631,pAAV.RMacL5ET-05.EGFP.BCB3.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229631,pAAV.RMacL5ET-05.EGFP.BCB3.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229631,pAAV.RMacL5ET-05.EGFP.BCB3.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229631,pAAV.RMacL5ET-05.EGFP.BCB3.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229632,pAAV.RMacL5ET-06.EGFP.BCB4.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229632,pAAV.RMacL5ET-06.EGFP.BCB4.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229632,pAAV.RMacL5ET-06.EGFP.BCB4.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229632,pAAV.RMacL5ET-06.EGFP.BCB4.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229632,pAAV.RMacL5ET-06.EGFP.BCB4.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229635,pAAV.RMacL5ET-09.EGFP.BCB8.WPRE,-,1,+,2854,3480,209,outside_target_gene,TRUE,TRUE,2938,0,FALSE,FALSE
229635,pAAV.RMacL5ET-09.EGFP.BCB8.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229635,pAAV.RMacL5ET-09.EGFP.BCB8.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229635,pAAV.RMacL5ET-09.EGFP.BCB8.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229635,pAAV.RMacL5ET-09.EGFP.BCB8.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229636,pAAV.RMacL5ET-10.EGFP.BCC3.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229636,pAAV.RMacL5ET-10.EGFP.BCC3.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229636,pAAV.RMacL5ET-10.EGFP.BCC3.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229636,pAAV.RMacL5ET-10.EGFP.BCC3.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229636,pAAV.RMacL5ET-10.EGFP.BCC3.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229637,pAAV.RMacL5ET-11.EGFP.BCC4.WPRE,-,1,+,2968,3480,171,outside_target_gene,TRUE,TRUE,3052,0,FALSE,FALSE
229637,pAAV.RMacL5ET-11.EGFP.BCC4.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229637,pAAV.RMacL5ET-11.EGFP.BCC4.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229637,pAAV.RMacL5ET-11.EGFP.BCC4.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229637,pAAV.RMacL5ET-11.EGFP.BCC4.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229638,pAAV.RMacL5ET-12.EGFP.BCC6.WPRE,-,1,+,2593,3480,296,outside_target_gene,TRUE,TRUE,2677,0,FALSE,FALSE
229638,pAAV.RMacL5ET-12.EGFP.BCC6.WPRE,-,1,+,4663,5523,287,outside_target_gene,TRUE,TRUE,0,4664,FALSE,FALSE
229638,pAAV.RMacL5ET-12.EGFP.BCC6.WPRE,-,2,+,2981,3493,171,outside_target_gene,TRUE,TRUE,3065,27,FALSE,FALSE
229638,pAAV.RMacL5ET-12.EGFP.BCC6.WPRE,1,3,+,1605,2324,240,spanning_target_gene,TRUE,TRUE,1689,1142,TRUE,FALSE
229638,pAAV.RMacL5ET-12.EGFP.BCC6.WPRE,-2,2,-,1217,1648,144,partial_target_gene,TRUE,TRUE,1301,1818,TRUE,TRUE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,-,1,+,3403,3789,129,outside_target_gene,TRUE,TRUE,238,409,FALSE,FALSE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,1,3,+,966,2090,375,spanning_target_gene,TRUE,TRUE,84,32,TRUE,FALSE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,-,3,+,3231,4025,265,outside_target_gene,TRUE,TRUE,66,173,FALSE,FALSE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,-,1,-,3540,4076,179,outside_target_gene,TRUE,TRUE,375,122,FALSE,FALSE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,-2,2,-,1616,1960,115,partial_target_gene,TRUE,TRUE,734,162,TRUE,TRUE
229694,pcDNA3.1(-)-EGFP-AP4-cyto,-,3,-,5530,6390,287,outside_target_gene,TRUE,TRUE,1082,2258,FALSE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-,1,+,4153,4539,129,outside_target_gene,TRUE,TRUE,238,409,FALSE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,1,3,+,966,2840,625,spanning_target_gene,TRUE,TRUE,84,32,TRUE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-,3,+,3981,4775,265,outside_target_gene,TRUE,TRUE,66,173,FALSE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-,1,-,4290,4826,179,outside_target_gene,TRUE,TRUE,375,122,FALSE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-,2,-,2042,2686,215,outside_target_gene,TRUE,TRUE,1160,186,FALSE,FALSE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-2,2,-,1616,1960,115,partial_target_gene,TRUE,TRUE,734,912,TRUE,TRUE
229693,pcDNA3.1(-)-EGFP-AP4-mito,-,3,-,6280,7140,287,outside_target_gene,TRUE,TRUE,1082,3008,FALSE,FALSE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,-,1,+,3403,3789,129,outside_target_gene,TRUE,TRUE,238,409,FALSE,FALSE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,1,3,+,966,2090,375,spanning_target_gene,TRUE,TRUE,84,32,TRUE,FALSE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,-,3,+,3231,4025,265,outside_target_gene,TRUE,TRUE,66,173,FALSE,FALSE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,-,1,-,3540,4076,179,outside_target_gene,TRUE,TRUE,375,122,FALSE,FALSE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,-2,2,-,1616,1960,115,partial_target_gene,TRUE,TRUE,734,162,TRUE,TRUE
229695,pcDNA3.1(-)-EGFP-FP4-cyto,-,3,-,5530,6390,287,outside_target_gene,TRUE,TRUE,1082,2258,FALSE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-,1,+,4153,4539,129,outside_target_gene,TRUE,TRUE,238,409,FALSE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,1,3,+,966,2840,625,spanning_target_gene,TRUE,TRUE,84,32,TRUE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-,3,+,3981,4775,265,outside_target_gene,TRUE,TRUE,66,173,FALSE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-,1,-,4290,4826,179,outside_target_gene,TRUE,TRUE,375,122,FALSE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-,2,-,2042,2686,215,outside_target_gene,TRUE,TRUE,1160,186,FALSE,FALSE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-2,2,-,1616,1960,115,partial_target_gene,TRUE,TRUE,734,912,TRUE,TRUE
229692,pcDNA3.1(-)-EGFP-FP4-mito,-,3,-,6280,7140,287,outside_target_gene,TRUE,TRUE,1082,3008,FALSE,FALSE
229698,GFP-α-cateninA-,1,1,+,613,4074,1154,spanning_target_gene,TRUE,TRUE,44,154,TRUE,FALSE
229698,GFP-α-cateninA-,-,1,+,5509,5895,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
229698,GFP-α-cateninA-,-,2,+,6152,6601,150,outside_target_gene,TRUE,TRUE,849,5068,FALSE,FALSE
229698,GFP-α-cateninA-,-,3,+,5337,6131,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
229698,GFP-α-cateninA-,-,1,-,5646,6182,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
229698,GFP-α-cateninA-,-,1,-,2061,2672,204,outside_target_gene,TRUE,TRUE,1492,1556,FALSE,FALSE
229698,GFP-α-cateninA-,-,1,-,1350,1784,145,outside_target_gene,TRUE,TRUE,781,2444,FALSE,FALSE
229698,GFP-α-cateninA-,-,3,-,3025,3651,209,outside_target_gene,TRUE,TRUE,2456,577,FALSE,FALSE
229698,GFP-α-cateninA-,-1,3,-,598,1368,257,spanning_target_gene,TRUE,TRUE,29,2860,TRUE,TRUE
229704,GFP-α-cateninA+ΔβH,1,1,+,613,4044,1144,spanning_target_gene,TRUE,TRUE,44,154,TRUE,FALSE
229704,GFP-α-cateninA+ΔβH,-,1,+,5479,5865,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,2,+,6122,6571,150,outside_target_gene,TRUE,TRUE,849,5038,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,3,+,5307,6101,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,1,-,5616,6152,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,1,-,2061,2672,204,outside_target_gene,TRUE,TRUE,1492,1526,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,1,-,1350,1784,145,outside_target_gene,TRUE,TRUE,781,2414,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-,3,-,3025,3651,209,outside_target_gene,TRUE,TRUE,2456,547,FALSE,FALSE
229704,GFP-α-cateninA+ΔβH,-1,3,-,598,1368,257,spanning_target_gene,TRUE,TRUE,29,2830,TRUE,TRUE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,1,+,256,645,130,outside_target_gene,TRUE,TRUE,281,3969,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,1,+,4090,4671,194,outside_target_gene,TRUE,TRUE,4115,345,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,2,+,1802,2548,249,outside_target_gene,TRUE,TRUE,1827,2066,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,2,+,4103,4627,175,outside_target_gene,TRUE,TRUE,4128,389,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,3,+,1959,2261,101,outside_target_gene,TRUE,TRUE,1984,2353,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,1,3,+,3162,3986,275,spanning_target_gene,TRUE,TRUE,3187,628,TRUE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,1,-,6939,7799,287,outside_target_gene,TRUE,TRUE,1137,4745,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,1,-,4551,5003,151,outside_target_gene,TRUE,TRUE,4576,13,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,2,-,1364,1663,100,outside_target_gene,TRUE,TRUE,1389,2951,FALSE,FALSE
229807,pCAGEN-rtTA-IRES-nls-EGFP-WPRE-bGH-pA (JDW 410) ,-,2,-,749,1357,203,outside_target_gene,TRUE,TRUE,774,3257,FALSE,FALSE
229799,Bxb1-GA_CAG-EGFP,-,1,+,1114,1551,146,outside_target_gene,TRUE,TRUE,325,2983,FALSE,FALSE
229799,Bxb1-GA_CAG-EGFP,-,1,+,2182,2625,148,outside_target_gene,TRUE,TRUE,445,1909,FALSE,FALSE
229799,Bxb1-GA_CAG-EGFP,1,1,+,3538,4392,285,spanning_target_gene,TRUE,TRUE,988,142,TRUE,FALSE
229799,Bxb1-GA_CAG-EGFP,-,2,+,6101,6961,287,outside_target_gene,TRUE,TRUE,0,5474,FALSE,FALSE
229799,Bxb1-GA_CAG-EGFP,3,3,+,3378,4517,380,spanning_target_gene,TRUE,TRUE,828,17,TRUE,TRUE
229799,Bxb1-GA_CAG-EGFP,-1,2,-,3586,4521,312,spanning_target_gene,TRUE,TRUE,1036,13,TRUE,TRUE
229799,Bxb1-GA_CAG-EGFP,-,2,-,856,1476,207,outside_target_gene,TRUE,TRUE,67,3058,FALSE,FALSE
229799,Bxb1-GA_CAG-EGFP,-,3,-,3246,3545,100,outside_target_gene,TRUE,TRUE,696,989,FALSE,FALSE
